vote_average,title
5.0,Slumber Party Massacre II
5.4,Slumber Party Massacre III
4.7,Sorority House Massacre
5.0,Sorority House Massacre II
6.3,Bamboozled
5.7,Bootmen
6.2,Digimon: The Movie
4.8,Get Carter
6.9,Get Carter
6.6,Meet the Parents
7.9,Requiem for a Dream
6.7,Tigerland
7.0,Two Family House
6.7,The Contender
4.6,Dr. T and the Women
5.8,Just Looking
5.7,The Ladies Man
4.5,Lost Souls
6.5,Billy Jack
6.4,Billy Jack Goes to Washington
7.5,The Time Machine
6.4,Haunted
4.2,Ghoulies
4.4,Ghoulies II
5.7,The Unsinkable Molly Brown
6.4,The Adventures of Ichabod and Mr. Toad
6.9,The Strange Love of Martha Ivers
7.3,Detour
7.4,Billy Elliot
5.6,Bedazzled
7.0,Pay It Forward
6.6,The Beyond
6.9,The Private Eyes
4.3,Book of Shadows: Blair Witch 2
6.0,The Little Vampire
4.9,Lucky Numbers
6.4,Stardom
5.6,Charlie's Angels
6.4,The Legend of Bagger Vance
5.2,Little Nicky
7.0,Men of Honor
5.4,Red Planet
6.4,What's Cooking?
6.8,You Can Count on Me
6.3,Diamonds Are Forever
6.4,The Eagle Has Landed
5.7,The 6th Day
5.5,Bounce
6.2,How the Grinch Stole Christmas
7.3,One Day in September
6.0,Rugrats in Paris: The Movie
5.1,102 Dalmatians
6.9,Malena
6.8,Quills
6.9,Unbreakable
6.7,Boys Life 3
3.9,Dungeons & Dragons
6.1,Proof of Life
5.9,Vertical Limit
6.5,The Bounty
6.0,Code of Silence
7.1,"Planes, Trains and Automobiles"
5.5,She's Having a Baby
6.4,Secrets of the Heart
6.2,The Living Daylights
7.1,The Transformers: The Movie
7.0,Wall Street
6.7,Born on the Fourth of July
6.7,Talk Radio
6.5,Brewster's Millions
7.7,Snatch
5.1,Punchline
5.3,Mr Accident
6.8,Chocolat
5.3,"Dude, Where’s My Car?"
7.2,The Emperor's New Groove
6.6,Pollock
6.1,What Women Want
7.0,Finding Forrester
6.4,The Gift
6.6,Before Night Falls
7.5,Cast Away
6.5,The Family Man
6.4,The House of Mirth
6.1,Miss Congeniality
7.3,"O Brother, Where Art Thou?"
5.6,Songcatcher
6.5,State and Main
4.6,Dracula 2000
5.8,All the Pretty Horses
6.0,An Everlasting Piece
6.9,Thirteen Days
6.9,Traffic
5.6,The Claim
6.6,Shadow of the Vampire
7.0,House of Games
5.7,Kill Me Again
6.2,Annie
5.8,Don't Tell Mom the Babysitter's Dead
6.8,An Officer and a Gentleman
6.5,The Alamo
6.7,At Close Range
4.7,Breaker! Breaker!
6.7,Breakheart Pass
6.1,Friendly Persuasion
6.6,Gettysburg
3.7,Imaginary Crimes
5.5,Rancho Deluxe
5.5,The St  Francisville Experiment
5.8,Antitrust
5.5,Double Take
6.3,Save the Last Dance
6.8,Panic
6.6,The Pledge
4.3,Kids World
5.4,Love Field
7.1,The Man in the Moon
6.0,Mystic Pizza
5.4,Prelude to a Kiss
7.2,Coffy
6.4,Foxy Brown
6.2,I'm Gonna Git You Sucka
6.5,Untamed Heart
5.7,Sugar & Spice
5.4,The Wedding Planner
6.9,Amy
5.1,The Invisible Circus
5.4,The Legend of Rita
6.3,A Monkey's Tale
7.0,Two Ninas
6.7,"Harry, He's Here To Help"
6.3,Amazing Grace and Chuck
6.0,Amazon Women on the Moon
6.0,Baby Boom
5.9,Back to the Beach
7.3,Barfly
6.3,Best Seller
6.1,Beverly Hills Cop II
6.8,Beverly Hills Cop
6.2,The Big Easy
7.0,Big Shots
5.9,The Big Town
5.9,Born in East L.A.
6.8,The Brave Little Toaster
6.7,Can't Buy Me Love
6.0,Cherry 2000
6.6,Cop
6.2,Critical Condition
7.0,Cry Freedom
3.0,Curse
6.4,Dead of Winter
6.5,The Dead
5.0,Death Before Dishonor
4.4,Disorderlies
5.9,Dogs in Space
7.4,Eddie Murphy Raw
7.3,Empire of the Sun
5.5,Ernest Goes to Camp
7.3,The Evil Dead
5.7,Extreme Prejudice
5.7,Family Viewing
5.5,Five Corners
6.4,Flowers in the Attic
6.1,The Fourth Protocol
5.5,Gardens of Stone
6.0,Julia and Julia
6.2,The Glass Menagerie
5.2,Hiding Out
5.7,Hollywood Shuffle
6.5,Hope and Glory
6.1,Hot Pursuit
5.5,Housekeeping
7.0,Hunk
6.6,Innerspace
6.4,Ironweed
4.3,Ishtar
3.5,Jaws: The Revenge
2.7,Leonard Part 6
6.1,Less Than Zero
5.3,Like Father Like Son
6.8,The Lost Boys
6.6,Made in Heaven
5.2,Maid to Order
3.8,Making Mr. Right
5.5,Mannequin
5.1,Masters of the Universe
4.5,Million Dollar Mystery
6.8,The Monster Squad
5.9,A Month in the Country
4.9,Morgan Stewart's Coming Home
5.9,My Demon Lover
6.1,No Man's Land
5.2,North Shore
5.3,Head Over Heels
4.0,Left Behind
5.0,Valentine
6.0,Fever
5.9,The Million Dollar Hotel
6.4,Hannibal
5.4,Saving Silverman
5.0,Signs & Wonders
6.6,The Taste of Others
6.0,Vatel
4.9,Down to Earth
6.6,Recess: School's Out
6.4,Sweet November
5.3,Company Man
6.0,The Price of Milk
4.2,Monkeybone
5.8,3000 Miles to Graceland
6.7,The Widow of Saint-Pierre
5.8,The Mexican
4.8,See Spot Run
3.2,Carman: The Champion
6.0,The Caveman's Valentine
6.3,Series 7: The Contenders
5.7,15 Minutes
5.5,Get Over It
5.8,Blow Dry
2.5,Long Night's Journey Into Day
10.0,Simon Magus
6.0,Avalon
6.3,Gray's Anatomy
7.4,Madadayo
6.0,The Mirror Crack'd
7.3,Of Mice and Men
6.4,Reform School Girls
5.4,Tapeheads
5.9,Tuff Turf
7.4,The Unbelievable Truth
6.9,The Bishop's Wife
7.8,Elvis That's the Way It Is
7.0,The Fortune Cookie
6.7,Lilies of the Field
6.7,Hans Christian Andersen
6.5,The Greatest Story Ever Told
7.3,Elmer Gantry
6.5,Alfie
6.4,Demetrius and the Gladiators
6.6,The Fantasticks
6.7,I Know Where I'm Going!
6.9,The Abominable Dr. Phibes
6.5,"Die, Monster, Die!"
6.1,Real Life
5.9,Battle Beyond the Stars
5.4,Death Warrant
5.3,Double Impact
5.7,The End
6.2,Fuzz
6.1,Harley Davidson and the Marlboro Man
4.5,Losin' It
6.5,Mermaids
5.8,The Mighty Quinn
5.0,Unmade Beds
5.2,Rated X
6.8,Manhunter
6.6,Reversal of Fortune
6.7,Death on the Nile
5.0,DeepStar Six
6.6,Revenge of the Nerds
5.5,Revenge of the Nerds II: Nerds in Paradise
7.2,Longtime Companion
6.7,4 Little Girls
6.7,River's Edge
6.5,Girls Just Want to Have Fun
6.4,The Longest Yard
5.5,Necessary Roughness
5.3,C.H.U.D.
7.2,Enemy at the Gates
5.3,Exit Wounds
6.6,The Dish
8.1,Memento
6.8,The Brothers
5.8,Heartbreakers
4.8,Say It Isn't So
6.0,Someone Like You...
5.5,Spy Kids
4.9,Tomcats
6.2,The Tailor of Panama
7.6,Amores perros
8.0,Keep the River on Your Right: A Modern Cannibal Tale
7.0,The Gleaners & I
6.1,Along Came a Spider
7.4,Blow
4.9,Just Visiting
6.0,Pokémon: Spell of the Unknown
5.9,Beautiful Creatures
7.3,Brigham City
6.0,Shadow Magic
6.6,Bridget Jones's Diary
5.5,Joe Dirt
5.2,Josie and the Pussycats
8.0,Kingdom Come
4.9,The Body
6.7,Chopper
5.5,Lakeboat
4.7,Crocodile Dundee in Los Angeles
4.5,Freddy Got Fingered
4.4,The Center of the World
6.6,The Luzhin Defence
7.3,Lilies
8.0,Scarface
7.5,Days of Wine and Roses
4.5,Driven
4.9,The Forsaken
5.7,One Night at McCool's
4.1,Town & Country
6.0,Rat
6.0,The Mummy Returns
6.6,Eureka
5.8,Tuvalu
6.4,Under the Sand
6.7,Cleopatra
5.8,Krull
7.3,Lost in America
6.9,Triumph of the Will
6.3,True Believer
6.9,The World According to Garp
5.3,Candy
7.0,Fellini Satyricon
6.6,Roma
5.9,Frankie and Johnny
6.6,Frankie and Johnny
7.0,A Home of Our Own
6.3,Paris When It Sizzles
6.0,Pola X
6.8,City of Women
6.5,For the Boys
6.7,Nine to Five
6.9,Norma Rae
6.5,Summer Rental
6.7,"The 5,000 Fingers of Dr. T."
5.8,Catchfire
6.6,Love Story
7.7,Rififi
6.6,A Knight's Tale
6.3,Bread and Roses
6.0,Calle 54
5.8,The King Is Alive
5.8,Sordid Lives
6.3,Startup.com
5.5,Angel Eyes
7.3,Shrek
7.4,Moulin Rouge!
5.4,Little Brothers
6.6,Pearl Harbor
6.9,Himalaya
5.8,The Man Who Cried
6.4,Our Song
6.3,Ice Castles
5.4,Love Potion No. 9
6.3,Postcards from the Edge
5.8,Apache
5.7,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson"
6.2,City Slickers
7.5,Eight Men Out
6.8,The Horse Soldiers
6.0,The Kentuckian
7.7,La Notte
7.4,Mississippi Burning
7.4,The Magnificent Seven
5.3,Return of the Seven
7.6,Rio Bravo
6.7,The Scarlet Empress
5.6,Semi-Tough
6.4,Suspect
6.0,Throw Momma from the Train
5.4,Midnight Madness
7.2,The Sand Pebbles
7.0,Twelve O'Clock High
6.7,Von Ryan's Express
4.6,The Animal
5.1,What's the Worst That Could Happen?
6.1,Big Eden
5.7,Evolution
6.1,Swordfish
6.4,The Anniversary Party
6.6,Whatever Happened to Harold Smith?
6.7,Catch-22
6.9,Forgotten Silver
6.9,Point Break
5.9,Shag
6.2,Uncommon Valor
5.8,Unlawful Entry
5.8,Youngblood
7.1,Gentlemen Prefer Blondes
6.9,How to Marry a Millionaire
6.1,Macabre
7.0,The Seven Year Itch
6.7,There's No Business Like Show Business
6.9,Tootsie
5.9,The Boys Next Door
6.4,Too Late the Hero
7.0,The Trio
5.3,Pavilion of Women
6.7,Atlantis: The Lost Empire
5.7,Lara Croft: Tomb Raider
4.9,Dr. Dolittle 2
6.6,The Fast and the Furious
6.8,A.I. Artificial Intelligence
7.3,Baby Boy
6.6,Crazy/Beautiful
5.4,Pootie Tang
5.1,Funny Felix
7.0,Down from the Mountain
7.0,Sexy Beast
5.0,"South of Heaven, West of Hell"
7.1,The Princess and the Warrior
6.2,The Closet
6.5,Wolves
6.8,The Crimson Rivers
5.5,Lumumba
4.5,Pandaemonium
5.0,Cats & Dogs
6.4,Kiss of the Dragon
5.4,Scary Movie 2
6.8,Lost and Delirious
4.2,Baise-moi
6.3,Alice
6.8,Another Woman
7.0,Beach Blanket Bingo
8.1,Big Deal on Madonna Street
6.2,The Cannonball Run
5.4,Cannonball Run II
4.1,Speed Zone
7.2,Diary of a Chambermaid
5.7,Donovan's Brain
6.0,Donovan's Reef
6.1,Dr. Goldfoot and the Bikini Machine
6.5,House of Usher
7.4,The Man Who Shot Liberty Valance
7.0,Salvador
6.3,September
7.0,Shadows and Fog
6.5,Something Wild
7.0,The Sons of Katie Elder
3.9,The Thing with Two Heads
3.3,Village of the Giants
6.4,X: The Man with the X-Ray Eyes
6.6,Nice Dreams
7.3,The Day the Earth Caught Fire
5.8,The House by the Cemetery
6.1,Things Are Tough All Over
7.4,All That Heaven Allows
6.7,The Barefoot Contessa
5.2,The Blackout
5.5,The Entertainer
6.6,The Garden of the Finzi-Continis
4.1,Howling III: The Marsupials
7.1,Kiss Me Deadly
7.6,The Lion in Winter
6.8,The Misfits
6.9,Moby Dick
5.7,Popcorn
6.5,Rembrandt
7.5,Sweet Smell of Success
6.9,Written on the Wind
6.0,The 10th Victim
6.2,Colonel Redl
6.5,Obsession
7.5,Suspiria
7.3,Christiane F.
6.4,The Last Dragon
6.2,Outland
4.5,T-Rex: Back to the Cretaceous
5.9,Final Fantasy: The Spirits Within
6.2,Legally Blonde
6.7,The Score
7.5,Adanggaman
6.7,Bully
6.9,Jump Tomorrow
6.3,Made
7.5,Michael Jordan to the Max
6.0,Thrill Ride: The Science of Fun
5.0,Haunted Castle
5.9,Africa: The Serengeti
5.3,Alaska: Spirit of the Wild
8.0,Encounter in the Third Dimension
5.7,18 Again!
5.5,1969
5.9,The Accidental Tourist
6.8,The Accused
5.9,Above the Law
6.9,The Adventures of Baron Munchausen
6.9,Apartment Zero
6.2,Appointment with Death
4.5,Arthur 2: On the Rocks
5.3,Bad Dreams
5.9,Bat*21
6.5,Beaches
6.7,The Beast of War
5.8,Big Business
5.1,Big Top Pee-wee
6.4,Biloxi Blues
6.6,Bird
6.3,The Blob
5.3,The Boost
4.7,"Bright Lights, Big City"
3.9,Caddyshack II
7.0,Camille Claudel 1915
4.3,Casual Sex?
6.3,Clean and Sober
5.7,Cocktail
6.6,Colors
6.5,Coming to America
5.3,The Couch Trip
5.5,Criminal Law
5.9,Critters
5.0,Critters 2
4.5,Critters 3
5.8,Crossing Delancey
5.9,D.O.A.
5.8,Dead Heat
6.3,The Dead Pool
7.0,Dirty Rotten Scoundrels
7.0,Drowning by Numbers
6.1,"Elvira, Mistress of the Dark"
4.9,Ernest Saves Christmas
4.6,Everybody's All-American
5.7,Feds
6.1,For Keeps
6.6,Frantic
4.6,Fresh Horses
6.7,Gorillas in the Mist
6.4,The Great Outdoors
5.7,Heartbreak Hotel
5.6,High Spirits
5.1,Hot to Trot
5.4,The House on Carroll Street
3.3,Howling IV: The Original Nightmare
7.3,Imagine: John Lennon
4.3,Johnny Be Good
6.3,Lady in White
5.8,The Lair of the White Worm
7.0,The Land Before Time
6.1,License to Drive
5.9,Little Nikita
5.2,Masquerade
6.7,The Milagro Beanfield War
6.0,Moon Over Parador
5.6,Moving
5.3,My Stepmother is an Alien
4.9,A Night in the Life of Jimmy Reardon
5.6,Off Limits
7.0,Bagdad Cafe
5.7,Permanent Record
5.8,Red Heat
5.8,Return of the Living Dead Part II
7.3,The Return of the Living Dead
6.0,Return to Snowy River
6.9,The Man from Snowy River
6.2,Rocket Gibraltar
7.4,Running on Empty
5.7,Salome's Last Dance
4.8,Salsa
4.5,Satisfaction
6.2,The Serpent and the Rainbow
6.2,Shakedown
6.7,Shoot to Kill
5.5,Short Circuit 2
6.4,Short Circuit
5.9,Stormy Monday
5.6,Sunset
5.5,Sweet Hearts Dance
5.7,Switching Channels
5.8,The Telephone
6.7,Tetsuo: The Iron Man
7.1,They Live
6.7,To Kill a Priest
7.0,Torch Song Trilogy
6.2,Track 29
6.5,Tucker: The Man and His Dream
5.7,Twins
5.6,Vice Versa
5.1,Watchers
5.7,Waxwork
6.3,Without a Clue
4.5,Young Einstein
6.0,Always
5.5,American Ninja
4.9,American Ninja 2: The Confrontation
4.1,American Ninja 3: Blood Hunt
6.1,Best of the Best 2
5.9,The Big Picture
6.7,Bill & Ted's Excellent Adventure
6.2,Black Rain
5.9,Blaze
6.2,Blind Fury
5.3,Breaking In
3.5,C.H.U.D. II: Bud the Chud
6.8,Casualties of War
6.5,Chances Are
5.0,Cookie
4.9,Cyborg
5.6,Dad
5.4,Dead Bang
4.7,Disorganized Crime
5.8,Dream a Little Dream
6.0,The Dream Team
6.5,A Dry White Season
5.5,Earth Girls Are Easy
6.4,Eddie and the Cruisers II: Eddie Lives!
6.6,Eddie and the Cruisers
5.7,Enemies: A Love Story
6.0,Erik the Viking
4.3,The Experts
5.4,Family Business
5.9,Farewell to the King
6.5,Fat Man and Little Boy
4.7,The Girl in a Swing
5.4,Gleaming the Cube
2.5,Going Overboard
6.0,Great Balls of Fire!
5.9,Gross Anatomy
5.2,Happy Together
5.7,Harlem Nights
5.0,Her Alibi
5.6,Homer and Eddie
6.4,How to Get Ahead in Advertising
5.8,Immediate Family
5.3,In Country
6.4,An Innocent Man
6.1,Jacknife
5.1,The January Man
6.1,Johnny Handsome
6.8,Jesus of Montreal
5.5,K-9
6.3,Kickboxer
6.1,Last Exit to Brooklyn
6.7,Lean On Me
7.1,Let It Ride
6.0,Leviathan
5.6,Little Monsters
6.2,Lock Up
5.8,Look Who's Talking
5.5,Loverboy
6.7,Major League
6.4,Meet the Feebles
5.0,Millennium
7.2,Miracle Mile
5.0,Miss Firecracker
6.2,New York Stories
5.0,Next of Kin
5.6,No Holds Barred
5.7,Old Gringo
5.6,The Package
6.1,Parents
5.9,Penn & Teller Get Killed
5.3,Pink Cadillac
5.5,The Punisher
4.9,Red Scorpion
5.7,Jurassic Park III
5.5,America's Sweethearts
6.8,Brother
7.1,Ghost World
7.4,Hedwig and the Angry Inch
5.6,Planet of the Apes
7.0,Bread and Tulips
7.4,Cure
6.6,Greenfingers
6.0,Jackpot
4.8,The Monkey's Mask
6.4,Wet Hot American Summer
6.0,Relentless
5.2,Renegades
4.6,The Return of Swamp Thing
6.2,The Return of the Musketeers
6.3,Road House
6.7,Romero
6.5,Rosalie Goes Shopping
4.1,Rude Awakening
7.1,Santa Sangre
5.8,Scandal
4.7,Scenes from the Class Struggle in Beverly Hills
6.7,Sea of Love
6.4,"See No Evil, Hear No Evil"
4.7,She's Out of Control
6.5,Shirley Valentine
5.5,Shocker
5.8,Skin Deep
4.8,Slaves of New York
4.9,Some Girls
5.8,Stepfather II: Make Room For Daddy
6.6,The Stepfather
4.9,Sweetie
5.7,The Tall Guy
6.1,Tango & Cash
6.0,Tap
6.0,Three Fugitives
5.6,Troop Beverly Hills
5.9,Turner & Hooch
6.7,UHF
6.6,Uncle Buck
6.0,Vampire's Kiss
6.7,The War of the Roses
5.8,Warlock
6.1,The Wizard
6.0,Worth Winning
5.2,Warlock: The Armageddon
4.9,Weekend at Bernie's II
6.7,Billy Liar
7.5,Black Robe
6.9,The Cat o' Nine Tails
6.5,The Cotton Club
2.8,Def-Con 4
5.8,The Hotel New Hampshire
4.7,Idiot Box
6.9,Left Luggage
6.8,Who'll Stop the Rain
5.4,"Zorro, The Gay Blade"
6.2,Basket Case
6.8,Orphans
5.8,Original Sin
6.5,The Princess Diaries
6.4,Rush Hour 2
6.0,Thomas in Love
6.5,Chocolat
6.2,Hatari!
6.9,La Cage aux folles
5.7,La Cage aux folles II
6.2,Liebestraum
5.9,Marat/Sade
6.3,Paint Your Wagon
7.3,The Shootist
5.2,Theremin: An Electronic Odyssey
7.3,The Wild Child
6.7,Altered States
6.1,Any Which Way You Can
5.8,The Awakening
6.6,Bad Timing
5.9,The Big Brawl
6.0,American Pie 2
6.0,Osmosis Jones
7.4,The Others
5.7,American Outlaws
5.6,All Over the Guy
6.0,The Deep End
7.4,On the Edge
6.2,Session 9
5.6,Captain Corelli's Mandolin
6.0,Rat Race
7.0,Aberdeen
5.0,Innocence
5.1,Bubble Boy
6.5,The Curse of the Jade Scorpion
6.4,Jay and Silent Bob Strike Back
4.8,Ghosts of Mars
4.8,Summer Catch
6.0,An American Rhapsody
7.1,Happy Accidents
4.0,Lisa Picard Is Famous
5.6,Maybe Baby
5.0,Punks
5.8,Tortilla Soup
6.1,Jeepers Creepers
5.8,O
5.0,Waking Up in Reno
5.2,Speedway Junky
5.5,3 Ninjas
4.6,3 Ninjas Kick Back
4.2,3 Ninjas Knuckle Up
6.2,The Hunter
6.1,Maniac
5.9,Vamp
7.1,The Wicker Man
6.2,Wish Upon a Star
5.2,The Musketeer
6.0,Rock Star
4.4,Soul Survivors
6.6,Two Can Play That Game
3.0,Bounce: Behind The Velvet Rope
6.7,Diamond Men
6.0,Kill Me Later
6.7,L.I.E.
6.5,Our Lady of the Assassins
6.4,Abbott and Costello Meet the Mummy
7.8,Into the Arms of Strangers: Stories of the Kindertransport
5.4,The Glass House
6.3,Hardball
7.1,Dinner Rush
7.0,Haiku Tunnel
6.3,Big Trouble
3.4,Glitter
7.3,Training Day
6.5,The American Astronaut
7.2,Children Underground
8.0,Go Tigers!
6.3,Liam
3.6,Megiddo: The Omega Code 2
5.6,Sidewalks of New York
6.2,The Endurance: Shackleton's Legendary Antarctic Expedition
6.7,The French Lieutenant's Woman
7.5,The Great Silence
6.5,The Legend of Hell House
6.0,Little Man Tate
7.5,Phantom of the Paradise
5.3,The Return of a Man Called Horse
5.5,Valdez Is Coming
5.6,13 Ghosts
6.6,Opera
6.5,Father Goose
5.5,The Grass Is Greener
5.4,A Hole in the Head
6.3,Indiscreet
7.0,"It's a Mad, Mad, Mad, Mad World"
4.8,King Solomon's Mines
7.7,The Little Foxes
6.9,Operation Petticoat
6.5,Play Misty for Me
7.3,Pocketful of Miracles
5.4,Sayonara
5.1,Spring Break
5.9,The Vanishing
6.9,Silkwood
7.9,I Never Promised You a Rose Garden
7.2,Quadrophenia
5.8,SpaceCamp
6.2,When Worlds Collide
6.0,Don't Say a Word
6.5,Hearts in Atlantis
6.1,Zoolander
5.9,Born Romantic
5.9,Extreme Days
6.9,Va Savoir (Who Knows?)
8.0,Won't Anybody Listen
6.3,Joy Ride
5.4,Max Keeble's Big Move
6.6,Serendipity
6.0,Grateful Dawg
7.1,La Cienaga
6.8,The Big Red One
5.0,The Boogey Man
6.4,The Party
6.6,Lady in a Cage
7.1,Brubaker
4.9,Can't Stop the Music
6.4,Carny
7.0,The Changeling
6.5,Cheech & Chong's Next Movie
7.2,Coal Miner's Daughter
6.0,The Competition
6.0,Cruising
2.4,D.O.A.
5.5,Death Ship
7.2,The Last Metro
8.0,Divine Madness
4.9,The Dogs of War
6.5,The Learning Curve
6.2,Bandits
4.1,Corky Romano
6.2,Fat Girl
7.7,Mulholland Drive
6.4,My First Mister
6.0,Spriggan
5.9,Things Behind the Sun
4.3,Bones
5.1,Brannigan
5.6,Clambake
7.4,Dirty Harry
7.0,Destiny in Space
7.4,Fiddler on the Roof
3.3,Kansas
5.8,Making the Grade
3.0,Mission to Mir
6.2,Not Without My Daughter
6.9,Female Trouble
6.0,Titanica
6.6,From Hell
7.0,The Last Castle
6.5,Riding in Cars with Boys
6.4,Burnt Money
5.3,Dancing at the Blue Iguana
6.6,Focus
6.1,Intimacy
7.6,Waking Life
7.1,K-PAX
4.1,On the Line
5.4,Thir13en Ghosts
5.5,Better Than Sex
7.7,Donnie Darko
6.4,High Heels and Low Lifes
7.2,Life as a House
7.4,The Man Who Wasn't There
7.0,Ouch
6.8,The Town Is Quiet
5.0,Trembling Before G-d
5.4,Domestic Disturbance
7.5,"Monsters, Inc."
5.7,The One
6.9,Tape
6.3,Heist
5.7,Shallow Hal
5.0,King of the Jungle
7.0,Maze
6.3,When a Stranger Calls
4.9,Timerider: The Adventure of Lyle Swann
5.3,The Wash
7.5,Harry Potter and the Philosopher's Stone
5.4,The Fluffer
6.0,Novocaine
5.1,Black Knight
5.8,Out Cold
6.8,Spy Game
7.2,The Devil's Backbone
6.4,In the Bedroom
8.6,The Way We Laughed
4.1,Hell Up In Harlem
6.0,Bucktown
6.9,Across 110th Street
7.3,Le Petit Soldat
5.0,The Incredible Shrinking Woman
5.8,Jabberwocky
6.9,Funny Girl
5.5,Circus of Horrors
7.7,Breathless
6.0,The Beastmaster
6.3,Midway
6.4,MacArthur
6.4,The Young Lions
6.3,Subway
7.1,"Now, Voyager"
6.0,Little Women
5.6,Halls of Montezuma
6.0,Guadalcanal Diary
5.5,Anzio
6.6,The Cheap Detective
6.8,The Last Wave
7.5,That Obscure Object of Desire
5.7,The Toy
6.0,Don't Go in the House
6.8,Dressed to Kill
7.3,The Earthling
6.1,The Exterminator
8.0,The Falls
6.0,Fame
4.6,Fatso
7.2,The Aviator's Wife
6.1,The Final Countdown
5.3,The First Deadly Sin
6.1,Flash Gordon
5.7,The Angry Red Planet
5.4,At the Earth's Core
4.6,Empire of the Ants
6.7,The Enforcer
5.5,An Eye for an Eye
6.6,The Gauntlet
5.9,I Bury the Living
5.3,Invasion U.S.A.
5.5,Lone Wolf McQuade
6.5,Lord of the Flies
4.8,Morons from Outer Space
5.4,The People That Time Forgot
6.6,Ocean's Eleven
5.0,The Sicilian
7.0,The Stunt Man
6.5,Sudden Impact
6.0,Behind Enemy Lines
6.0,The Affair of the Necklace
5.8,The Independent
6.0,Porn Star: The Legend of Ron Jeremy
5.4,Texas Rangers
7.2,Ocean's Eleven
5.7,The Business of Strangers
7.3,The Incredible Shrinking Man
7.0,Piñero
6.7,And Then There Were None
7.4,The Blue Angel
6.3,Moscow on the Hudson
6.6,The Owl and the Pussycat
7.8,Amélie
5.5,Not Another Teen Movie
6.5,Vanilla Sky
6.2,Iris
6.0,Kandahar
6.4,Lantana
7.4,The Royal Tenenbaums
5.9,Bill & Ted's Bogus Journey
6.3,Clockwise
4.7,The Crawling Eye
5.2,The Holcroft Covenant
5.0,Sheena
5.0,Silent Rage
5.1,Spacehunter: Adventures in the Forbidden Zone
6.1,White Water Summer
6.4,How High
5.6,Jimmy Neutron: Boy Genius
